Nama Dealer,Provinsi,Pulau,Latitude,Longitude,Tipe Dealer
Dealer Gesits Semarang II,Jawa Tengah,Jawa,-6.9834514,110.4042867,Dealer Motor
Dealer Gesits Siak,Riau,Sumatera,0.6803511,101.3903224,Dealer Motor
Dealer Gesits Sukabumi,Jawa Barat,Jawa,-6.938427,106.9286729,Dealer Motor
Dealer GESITS Sumba Barat,Nusa Tenggara Timur,Kepulauan Nusa Tenggara,-9.6251505,119.4002837,Dealer Motor
Dealer GESITS Sumbawa,Nusa Tenggara Barat,Kepulauan Nusa Tenggara,-8.511822,117.406928,Dealer Motor
Dealer GESITS Sumenep Madura,Jawa Timur,Jawa,-7.0057239,113.8526395,Dealer Motor
Dealer GESITS Surabaya I,Jawa Timur,Jawa,-7.2570256,112.7213199,Dealer Motor
Dealer GESITS Surabaya II,Jawa Timur,Jawa,-7.2812121,112.7948532,Dealer Motor
Dealer GESITS Timika - Papua,Papua,Papua,-4.5593741,136.8787894,Dealer Motor
Dealer Gesits Kupang,Nusa Tenggara Timur,Kepulauan Nusa Tenggara,-10.1607038,123.5749024,Dealer Motor
Dealer GESITS Yogyakarta,Daerah Istimewa Yogyakarta,Jawa,-7.7836478,110.4389187,Dealer Motor
Qaddasa Gesits Motor Sibolga,Sumatera Utara,Sumatera,1.7290285,98.7910099,Dealer Motor
Electrum Dealer,DKI Jakarta,Jawa,-6.2581366,106.7789072,Dealer Motor
PT. Supra Benelli Motorsport (Main Dealer),DKI Jakarta,Jawa,-6.162151,106.8212452,Dealer Motor
Benelli Dewi Sartika Jakarta Timur,DKI Jakarta,Jawa,-6.2474938,106.8645041,Dealer Motor
BENELLI CIKARANG,Jawa Barat,Jawa,-6.3160523,107.1593819,Dealer Motor
PT. Benelli Anugerah Motor Pusaka Branch FATMAWATI,Daerah Istimewa Yogyakarta,Jawa,-6.2818133,106.7937855,Dealer Motor
PT. Benelli Anugerah Motor Pusaka Branch BEKASI,Jawa Barat,Jawa,-6.2490017,106.9623289,Dealer Motor
PT. Benelli Anugerah Motor Pusaka Branch BOGOR,Jawa Barat,Jawa,-6.6258417,106.8189284,Dealer Motor
PT. Benelli Anugerah Motor Pusaka - Benelli Depok,Jawa Barat,Jawa,-6.3583134,106.8568085,Dealer Motor
PT Benelli Anugerah Motor Pusaka - Branch BSD,Banten,Jawa,-6.2715005,106.6289203,Dealer Motor
Benelli Serang,Banten,Jawa,-6.1110059,106.1415959,Dealer Motor
Benelli Bandung Center (Main Dealer),Jawa Barat,Jawa,-6.9323148,107.6038796,Dealer Motor
BENELLI KARAWANG,Jawa Barat,Jawa,-6.3133343,107.3169814,Dealer Motor
Benelli Garut Center,Jawa Barat,Jawa,-7.2182435,107.9069604,Dealer Motor
Benelli Sukabumi,Jawa Barat,Jawa,-6.9318411,106.9228437,Dealer Motor
Benelli Cirebon Center,Jawa Barat,Jawa,-6.711122,108.5387636,Dealer Motor
PT. Benelli Anugerah Motor Pusaka - Branch Semarang,Jawa Tengah,Jawa,-6.9859465,110.4149082,Dealer Motor
PT. Benelli Anugerah Motor Pusaka - Branch Solo,Jawa Tengah,Jawa,-7.550552,110.8188488,Dealer Motor
PT. Benelli Anugerah Motor Pusaka - Branch Kudus,Jawa Tengah,Jawa,-6.8158677,110.8365333,Dealer Motor
PT. Benelli Anugerah Motor Pusaka - Branch Yogyakarta,Daerah Istimewa Yogyakarta,Jawa,-7.736581,110.3602573,Dealer Motor
PT. Benelli Perkasa Motor (Main Dealer),Jawa Timur,Jawa,-7.2557829,112.7267434,Dealer Motor
PT. Benelli Perkasa Motor Branch Malang,Jawa Timur,Jawa,-7.9331535,112.6474406,Dealer Motor
PT. Benelli Perkasa Motor Branch BALI Veteran,Bali,Kepulauan Nusa Tenggara,-8.6527925,115.2148015,Dealer Motor
Benelli Palembang,Sumatera Selatan,Sumatera,-2.9838496,104.7524615,Dealer Motor
PT. Sedayu Central Niaga - Benelli Pekanbaru,Riau,Sumatera,0.4965979,101.4162429,Dealer Motor
PT. Benelli Anugerah Motor Pusaka - Branch Medan,Sumatera Utara,Sumatera,3.5777489,98.6406812,Dealer Motor
PT. Benelli Anugerah Motor Pusaka - Branch Lampung,Lampung,Sumatera,-5.4227611,105.2646403,Dealer Motor
Benelli Belitung,Bangka Belitung,Sumatera,-2.7411359,107.6346312,Dealer Motor
Benelli Makassar,Sulawesi Selatan,Sulawesi,-5.1543416,119.4214471,Dealer Motor
Benelli Kendari,Sulawesi Tengah,Sulawesi,-3.9930607,122.5000381,Dealer Motor
Benelli ParePare,Sulawesi Selatan,Sulawesi,-3.999399,119.6319699,Dealer Motor
Benelli Palu,Sulawesi Tengah,Sulawesi,-0.8964111,119.8808734,Dealer Motor
Benelli Ambon,Maluku,Kepulauan Maluku,-3.6401096,128.2411263,Dealer Motor
Benelli Pangeran Antasari Banjarmasin,Kalimantan Selatan,Kalimantan,-3.327249,114.5942824,Dealer Motor
Benelli Banjarmasin,Kalimantan Selatan,Kalimantan,-3.3471475,114.5974908,Dealer Motor
Benelli Pontianak,Kalimantan Barat,Kalimantan,-0.0202908,109.3164383,Dealer Motor
Benelli Samarinda,Kalimantan Timur,Kalimantan,-0.4953951,117.1502606,Dealer Motor
TVS PRINGSEWU,Lampung,Sumatera,-5.3562362,104.9756789,Dealer Motor
TVS BANYUWANGI,Jawa Timur,Jawa,-8.2449929,114.3482537,Dealer Motor
TVS TANGGERANG,Banten,Jawa,-6.1861202,106.6521193,Dealer Motor
TVS GATSU MEDAN,Sumatera Utara,Sumatera,3.5900743,98.6515799,Dealer Motor
TVS SOLO,Jawa Tengah,Jawa,-7.5673419,110.8670112,Dealer Motor
TVS KARAWANG,Jawa Barat,Jawa,-6.2959842,107.3268978,Dealer Motor
TVS CIREBON,Jawa Barat,Jawa,-6.7248006,108.5606421,Dealer Motor
TVS TABANAN,Bali,Kepulauan Nusa Tenggara,-8.5522242,115.129045,Dealer Motor
TVS SINGKAWANG,Kalimantan Barat,Kalimantan,0.8970634,108.96547,Dealer Motor
TVS CIANJUR,Jawa Barat,Jawa,-6.8452359,107.1242518,Dealer Motor
TVS PANDEGLANG,Banten,Jawa,-6.3011735,106.1065048,Dealer Motor
TVS AMBON/Dealer Gesits,Maluku,Kepulauan Maluku,-3.6989643,128.1738838,Dealer Motor
TVS MEDAN,Sumatera Utara,Sumatera,3.6004707,98.5611121,Dealer Motor
TVS TEGAL,Jawa Tengah,Jawa,-6.887078,109.1332019,Dealer Motor
TVS KUDUS,Jawa Tengah,Jawa,-6.8061703,110.8904515,Dealer Motor
TVS BANJARBARU,Kalimantan Selatan,Kalimantan,-3.4621864,114.8143994,Dealer Motor
TVS DEWISARTIKA,DKI Jakarta,Jawa,-6.2462258,106.8652088,Dealer Motor
TVS PADALARANG,Jawa Barat,Jawa,-6.8456818,107.4771976,Dealer Motor
TVS GARUT,Jawa Barat,Jawa,-7.226262,107.9041739,Dealer Motor
TVS MAKASSAR,Sulawesi Selatan,Sulawesi,-5.1271835,119.4172553,Dealer Motor
TVS SEMARANG,Jawa Tengah,Jawa,-6.9615087,110.4373322,Dealer Motor
TVS PURWOKERTO,Jawa Tengah,Jawa,-7.4260775,109.2149744,Dealer Motor
TVS GRESIK,Jawa Timur,Jawa,-7.1669744,112.6391142,Dealer Motor
TVS PONTIANAK,Kalimantan Barat,Kalimantan,-0.0283638,109.3259167,Dealer Motor
TVS KETAPANG,Kalimantan Barat,Kalimantan,-1.8334194,109.9689228,Dealer Motor
TVS SAMBAS,Kalimantan Barat,Kalimantan,1.3637231,109.3158227,Dealer Motor
TVS PALANGKARAYA,Kalimantan Tengah,Kalimantan,-2.2111414,113.9162905,Dealer Motor
TVS LAMPUNG,Lampung,Sumatera,-5.3900527,105.2592245,Dealer Motor
TVS BALI,Bali,Kepulauan Nusa Tenggara,-8.681515,115.1889005,Dealer Motor
TVS JATIASIH,Jawa Barat,Jawa,-6.2937247,106.9590644,Dealer Motor
TVS SURABAYA,Jawa Timur,Jawa,-7.3043728,112.7565359,Dealer Motor
TVS YOGYAKARTA,Daerah Istimewa Yogyakarta,Jawa,-7.817357,110.3835325,Dealer Motor
TVS BANDUNG,Jawa Barat,Jawa,-6.9077825,107.5789502,Dealer Motor
TVS CIBINONG,Jawa Barat,Jawa,-6.4907233,106.8311278,Dealer Motor
TVS CENGKARENG,DKI Jakarta,Jawa,-6.152568,106.7195028,Dealer Motor
TVS SUKABUMI,Jawa Barat,Jawa,-6.9318058,106.9228709,Dealer Motor
TVS BEKASI TIMUR,Jawa Barat,Jawa,-6.246671,107.0227991,Dealer Motor
TVS KEDIRI,Jawa Timur,Jawa,-7.8248762,112.0081174,Dealer Motor
TVS SUOH,Lampung,Sumatera,-5.3052239,104.3074517,Dealer Motor
Dealer Gisits Gorontalo,Gorontalo,Sulawesi,0.552094,123.0501913,Dealer Motor
Dealer Gesits Tanjung Pinang,Kepulauan Riau,Sumatera,0.9287386,104.5157443,Dealer Motor
Dealer Gesits Tarakan,Kalimantan Utara,Kalimantan,3.3108232,117.5895793,Dealer Motor
Dealer Polytron Bitung (Cikupa),Banten,Jawa,-6.2267076,106.5239462,Dealer Motor
Dealer Polytron Jakarta Barat,DKI Jakarta,Jawa,-6.18929,106.8038037,Dealer Motor
Dealer Polytron Jakarta Timur,DKI Jakarta,Jawa,-6.2293351,106.9092776,Dealer Motor
Dealer Polytron Jakarta Selatan,DKI Jakarta,Jawa,-6.250701,106.7791298,Dealer Motor
Dealer Polytron Cilegon,Banten,Jawa,-6.1199075,106.1648961,Dealer Motor
Dealer Polytron Tangerang,Banten,Jawa,-6.1854901,106.630287,Dealer Motor
Dealer Polytron Depok,Jawa Barat,Jawa,-6.4030344,106.8166318,Dealer Motor
Dealer Polytron Cikarang,Jawa Barat,Jawa,-6.3527746,107.1070732,Dealer Motor
Dealer Polytron Bogor,Jawa Barat,Jawa,-6.61788,106.8113306,Dealer Motor
Dealer Polytron Bekasi,Jawa Barat,Jawa,-6.2670519,106.9924167,Dealer Motor
Dealer Polytron Bandung,Jawa Barat,Jawa,-6.9473733,107.592,Dealer Motor
Dealer Polytron Bandung Utara,Jawa Barat,Jawa,-6.9069416,107.588898,Dealer Motor
Dealer Polytron Tasikmalaya,Jawa Barat,Jawa,-7.3132135,108.197321,Dealer Motor
Dealer Polytron Subang,Jawa Barat,Jawa,-6.5770156,107.7770186,Dealer Motor
Dealer Polytron Sukabumi,Jawa Barat,Jawa,-6.9308902,106.9301988,Dealer Motor
Dealer Polytron Cirebon,Jawa Barat,Jawa,-6.7311716,108.5752642,Dealer Motor
Dealer Polytron Semarang,Jawa Tengah,Jawa,-6.9860225,110.4288542,Dealer Motor
Dealer Polytron Kudus,Jawa Tengah,Jawa,-6.7980116,110.8296801,Dealer Motor
Dealer Polytron Pekalongan,Jawa Tengah,Jawa,-6.9003767,109.669555,Dealer Motor
Dealer Polytron Klaten,Jawa Tengah,Jawa,-7.7520769,110.5161171,Dealer Motor
Dealer Polytron Yogyakarta,Daerah Istimewa Yogyakarta,Jawa,-7.7808467,110.3467381,Dealer Motor
Dealer Polytron Solo,Jawa Tengah,Jawa,-7.6035134,110.8108194,Dealer Motor
Dealer Polytron Purwokerto,Jawa Tengah,Jawa,-7.4274136,109.236934,Dealer Motor
Dealer Polytron Surabaya (Rungkut),Jawa Timur,Jawa,-7.3338792,112.7570108,Dealer Motor
Dealer Polytron Pasuruan,Jawa Timur,Jawa,-7.6481985,112.8940343,Dealer Motor
Dealer Polytron Malang,Jawa Timur,Jawa,-7.9590331,112.6408332,Dealer Motor
Dealer Polytron Bojonegoro,Jawa Timur,Jawa,-7.1617274,111.8955358,Dealer Motor
Dealer Polytron Surabaya Utara,Jawa Timur,Jawa,-7.2494687,112.7592462,Dealer Motor
Dealer Polytron Kediri,Jawa Timur,Jawa,-7.838454,112.0095096,Dealer Motor
Dealer Polytron Madiun,Jawa Timur,Jawa,-7.6279988,111.5041388,Dealer Motor
